TICKER,revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM
AIV,1.8087752134220236,-0.1752282336466216,0.32212587186599523,0.3221258718659953,1.9496270164005063,3.364783346349608,12.34231007459672,3.364783346349608,7.221009614089893,963230020,1695710020,-37.00887616705729,3.585299019954515,20.1318818710028,20.131881871002793,1.9273157682010813,1.9273157682010813,6.311708882197268,36.79287493490713,35.44099862057434,35.440998620574334,-0.02702054489539269,0.04967245518365387,1.965060486856164,0.6962274217980844,15.89307411907655,5.608465104464343,-0.631365247875775,-1.838321742805548,0.25173415574402463,25.173415574402462,-9.316398196949322,0.0940776666505373,0.0,0.003946770754776441,3210890706944000,18029534511104000,5232142581760000,0.0,3.642267625209498,-0.01793357427043765,-0.014197361157477412,-6.455110683219778,290278000,551827000,-6.2487208143699675,2.045031994205427,289082500,,,59.82956216198109,0.0,0.0,6.100663063717699,,,-0.01743525502753252,1.0032290142089015e-16,1.632496
AKR,2.9600398558700514,-0.10148185051731529,1.1883189859925154,1.1883189859925154,0.2228221200078785,16.69907659510375,47.34216959599588,16.69907659510375,21.270741852139356,1787932365,3532539365,-204.12517011074326,6.998216581077484,17.432188027104765,17.43218802710476,1.2404877528421983,1.2404877528421983,13.826851642372908,29.603360163916566,34.441957441622385,34.441957441622385,-0.0048989548885983725,0.05736514535324719,1.1277480132712234,0.5107211046310834,14.620142630877657,1.0573086093226638,-0.42275881210102695,-11.709670053659094,0.00724112961622013,0.724112961622013,-1.478096814704875,0.141124297411971,0.0,0.02405895365572758,-2.9482867655513396,-7.344026675865241,-4.305881338392549,0.04271108953985377,6.174924848371366,-0.007654871437157888,-0.002143582589968552,-23.094854653520407,11874000,1947821000,-22.236574712377333,1.2237715029480043,187243500,62212000,,239.55214416558374,193.3697802197802,0.0,1.523676614423054,1.8875751918689068,,-0.006056771427583584,-0.4030540719027702,0.15
ALEX,4.216850828729282,0.07734806629834254,0.8715469613259669,0.5248618784530387,0.7900552486187845,15.13950276243094,27.266574585635357,15.13950276243094,10.447513812154696,1285100000,1954000000,229.48214285714286,4.209302325581396,20.36608557844691,33.81842105263158,1.1724295228537542,1.1724295228537542,6.400262037340321,24.955300127713922,30.966719492868464,51.421052631578945,0.004357637537934791,0.02956968329312894,0.6268588632424049,0.46164047151277016,8.542784163473819,1.8139350752177354,0.8250825082508251,11.267857142857142,0.016901408450704224,1.6901408450704225,3.8785714285714286,0.15329184408778251,0.0,0.030402750491159137,-13.145833333333334,-63.604166666666664,-11.104166666666666,0.01899770717327219,5.1330062756955686,0.013091061423260199,0.0028367357276733703,-11.467196132596685,102800000,1034200000,-9.817679558011049,0.6624395584344495,63100000,10100000,18850000,68.98296757287913,15.319057815845824,28.762312633832977,5.291161178509532,23.8265306122449,12.690217391304348,0.005069364292665263,-0.06629834254143646,0.3
ALX,38.87817085060617,8.187683197434856,15.24069902694269,15.24069902694269,84.87241629875878,39.67587402771384,274.1275926817469,39.67587402771384,233.12494655622987,1460417763.69,2201617763.69,34.82242694604068,7.333549746864047,18.707475260548765,18.70747526054877,7.186105082419746,7.186105082419746,11.055516986321319,20.538245491342963,28.202005529808112,28.202005529808112,0.02871712536146767,0.053454567549734974,5.689029070797331,0.8552649383465158,6.914437105862159,16.5307667263552,2.9778135845314826,1.861417773432843,0.06313242025147747,6.313242025147747,2.198424092133813,0.0316708680238222,0.0,0.0,-3.3036817604739737,-8.427507405840034,-1.4862886161658908,0.0,85.49387966518849,0.052714147797086185,0.02986814686305762,-127.11974098659836,572433000,,-115.50082132581157,5.756637864861141,154158000,39888500,,281.1428528386779,,,1.2982723775995828,0.0,,0.19242751678160286,-4.613246714403911,18.0
AMH,3.7896330288981286,0.44430959356670946,1.5089673428115442,1.1892746404308339,1.0250836416875388,18.725671150345104,31.192806902186575,18.725671150345104,9.545873937394475,11030812491.93,13536196491.93,80.58570086811365,9.448144378879514,23.728147710133516,30.106586639255223,1.9120809989948016,1.9120809989948016,11.594063346666541,23.18735213383581,29.117426302811676,36.94457436824494,0.012409149380441544,0.03321532301161385,0.4890254114701503,0.3276880259631849,4.291694574108175,2.4307247538599954,2.0542759997660878,3.396206979683379,0.006982265046781176,0.6982265046781176,0.5626707224417934,0.040690837174125125,0.0,-0.0009920458216007041,16.22571637988203,40.74939792677394,11.792677393459217,0.006310004787963454,13.682101267958004,0.026255300911546448,0.014243976021778404,-8.985839616983402,335535000,6463963000,-8.361029961072543,0.4890254114701503,75035000,1541000.0,,25.74265253175345,1.0877255799294703,0.0,14.178803040975444,335.5625782227785,,0.025127070148798173,0.09299850357809072,0.25
AMT,18.099542419079302,3.8051466037052126,8.736126835219101,6.414010574103125,3.930514322755479,9.213514505067602,75.16143625940539,9.213514505067602,67.70532058799036,111713031920,139254231920,66.07892577783035,13.892063908474785,28.78163341062503,39.201681552444114,27.290346139000853,27.290346139000853,17.316947325747684,27.795810678855865,35.877320533828,48.86627782573604,0.015133417927558115,0.02550910982382726,6.961695370709662,0.9032805106545143,5.49735523663147,0.7948570646970319,3.9415248897290485,2.295871288300012,0.018652561247216034,1.8652561247216033,1.232541210221223,0.09683516756823976,0.0,0.29300814040882,-3.7621401570223902,-7.794416981680721,-1.8244644761073956,0.01502207299633153,28.085982306317877,0.07177015925466979,0.05062631574219089,-90.82452345636776,-749900000,-9271400000,-89.48936850231716,7.154635397581532,749500000,128050000,,34.260026114530866,22.796111709770116,0.0,10.65381558028617,16.011502516175412,,0.44843798698930365,-2.3221162611159754,4.6899999999999995
ANH,-0.9022558664623821,-1.0452181275703571,0.6254838319490363,0.6254838319490363,0.3432182888476736,4.3191476493831145,24.035259253286025,4.3191476493831145,4.343087251028143,,351929000,,,,0.0,,,-3.9316843739875544,873.5569130412119,5.671426039031151,5.671426039031151,,,0.6903107161360486,0.8202995189747074,873.5569130412119,,0.0004871686344397416,-0.5984242096939071,,,-0.22961714274692846,-0.1287662968797131,0.0,0.0,139.1322869955157,-200.69730941704037,1.0650224215246638,0.0,,,-0.04348686721269538,,,,-19.372893315055236,0.9007804076603173,6774500.0,4678500.0,,-26.725318675916927,,,-13.657461092462619,0.0,,-0.25412408810553255,0.004495605193129587,0.24
APLE,2.6951897759229073,-0.7756139282451773,0.11968690107291909,-0.09775833348259864,0.024879542889895932,13.565293127227784,21.627465116695625,13.565293127227784,6.956089129305558,3407802160,4884817160,-19.67473693326482,5.6619389611533215,127.49933253516912,-156.0992240392103,1.1249296168448184,1.1249296168448184,8.115945497350797,53.10218787028884,182.7602948219096,-223.75599651871192,-0.050826600802436256,-0.0064061817485320215,0.45447781320528813,0.37277470780633154,16.05643066018763,0.3035500343710105,-1.5218041928425214,-0.15431247005028664,0.000655307994757536,0.0655307994757536,-0.012893012407119804,0.048803829341113415,0.0,0.0,-0.5513428771814018,-12.415508065514254,-4.1211683650315605,0.0,15.386103520048376,-0.023301922418867388,-0.035862451936007574,-7.962946004764549,-141839000,,-7.785340056243171,0.4894028316993728,26053000,105701000,,13.424633522684791,74.33446544964164,0.0,27.188824140579122,4.9102391171060695,,-0.05581869454308912,-0.21708251983736052,0.01
APTS,10.106804322888365,-3.578015254885387,0.9638350540361046,0.9638350540361046,0.5767272434542856,28.97460202459297,83.5988045643905,28.97460202459297,55.340940650848275,515771820.00000006,3118392820,-2.9010496771435643,1.0270308663731564,10.769477574542721,10.769477574542723,0.35824478248880515,0.35824478248880515,6.2095010922008695,33.54553377796902,65.11302138144158,65.11302138144158,-0.344702818389729,0.09285501483970178,1.8123522715196507,0.663998725554936,27.997213855421688,3.2381223102908026,-0.6750282562121493,-0.26937701082187776,0.06743737957610789,6.743737957610789,-0.1956391882466758,0.42718694058307793,0.0,0.029697653325248145,-0.21268507580669516,-2.230222313014593,-0.895633676469282,0.00849666565112894,48.29710427225529,-0.019378624865853327,-0.04279983755185738,-50.38108031958784,338563000,1311310000,-47.35045986033126,1.8276330311678877,426182000,54097500,,300.9836179825845,95.662570740706,0.0,1.212690585775069,3.8154943691544188,,-0.1077149855713975,-4.531747469258789,0.7
ARE,15.097052865869768,6.172560668049095,7.0656760154042,7.0656760154042,4.551861073970585,93.88004899880706,182.7677760786543,93.88004899880706,61.92820714005492,22516527775,29511281775,29.20586928098641,11.941072314024385,25.514189952521786,25.514189952521786,1.9202695559126814,1.9202695559126814,15.650563589386504,24.14856225737927,33.44016699527484,33.44016699527484,0.03423969306919481,0.039193876108191375,0.6450172066310345,0.41157754566587396,5.723684038256338,0.8282403006575659,3.0532664370749787,1.1446912222310135,0.023852447649424492,2.385244764942449,0.6966314680806632,0.07071403456762887,0.0,0.0,-0.26997617506372285,-0.5768513272581989,-0.21356295987205262,0.02307018795240017,114.18540495265829,0.023804247355045768,0.033772696700061215,-70.60665847351102,-140215000,,-69.80979335633822,0.6450172066310345,10430000,301650500,,2.0822167787331285,196.20512274057756,0.0,175.29394812680115,1.8602980131288571,,0.07488391889650006,-26.171479812011114,4.300000000000001
AVB,16.484546419137512,5.9285318894027625,8.736423788763034,7.75479879209037,1.5542562923468866,77.01642361569859,137.52853020460316,77.01642361569859,61.09180802579508,27091003438.32,35188364438.32,32.733230354530406,11.77223777141412,22.21275028457341,25.024504852135504,2.519722299341409,2.519722299341409,15.290898836516659,24.81871021227014,28.852026613578875,32.50420009839467,0.03054999427704196,0.03996083063016784,0.7035556531535868,0.439965969316132,5.711150812235156,0.8591687170939493,3.317682382991441,1.4736234790908982,0.032773369061115123,3.2773369061115125,1.072778238971521,0.026502414761987118,0.0,0.0,-5.058628098350864,-9.545002820453263,-2.9338147459932973,0.009387457838351305,101.35764537913248,0.03828746599254874,0.04310765104944262,-58.856058529365356,-90491000,,-56.55333609949922,0.7733128228652469,,90824500,,2.8801740088699157,41.510339532233516,0.0,126.72845421003359,8.792989990278713,,0.07662647417694163,-1.7270342114319785,6.36
BDN,3.135620015373597,1.7911806937938888,1.3238088540221415,0.3843281986939032,0.27169604674278863,10.518331615554269,22.350265309337065,10.518331615554269,25.31146143418133,2281413393.5,6475705393.5,7.467141671603492,4.265504089916463,10.103422378059042,34.80098531789615,1.2715894962107255,1.2715894962107255,12.107471587467186,21.918035117498334,28.678181241862482,98.78127697693574,0.13392005187244027,0.02873481859393669,1.0203172210910725,0.5372823200189943,14.196235585596257,1.4390321162598263,1.4427520666536484,0.739070524045338,0.05682242990654206,5.682242990654206,0.4243011342369087,0.05662874963541316,0.0,0.022500670494596812,2.981567063670214,7.062244170385824,2.4378218501597697,0.012390343496892598,20.588958976009703,0.029589487742089134,0.0801413615902628,-11.27044377325823,67913000,1716893000,-10.979799823376464,2.3635997799506505,174646500,119615000,,115.26818633939857,216.70542597928508,0.0,3.1665285244038173,1.6843140791264284,,0.18095939390179275,0.44399767831905645,0.76
BFS,9.643600393953667,1.7291996745600138,3.356442427097161,3.356442427097161,1.1500021410525414,15.60077934312508,70.46512225410011,15.60077934312508,43.561812186871066,957473000,1902827000,23.710390768164032,4.251524153334488,12.21531454524578,12.21531454524578,2.628073835174638,2.628073835174638,8.449235592144117,14.119593366230104,24.276016483165993,24.276016483165993,0.04217560181853692,0.08186444944139416,2.668523982707747,0.7401918603379251,7.014833228212073,0.43775389150519467,2.1414757479651354,1.9410380862760637,0.051707317073170736,5.170731707317073,1.226000693378238,0.018236555702087414,0.0,0.0,-5.736040980607391,-16.480570801317235,-1.8290523234540799,0.006385236693353226,24.636952077475527,0.06785281609179247,0.02453979528091144,-48.922847171669595,-125120000,,-47.98625444268402,2.668523982707747,65309000,26129000,,105.2130040362866,152.35564989643427,0.0,3.4691529183418828,2.3957103018372705,,0.10902481217572428,-0.5851496595726459,2.12
BHR,6.191325695581015,-2.7583469721767595,-1.3717130387343153,-1.3717130387343153,2.144189852700491,7.535679214402618,45.536852154937264,7.535679214402618,30.785160938352426,217210500,1226698500,-2.148025632657905,0.9569840598482645,-4.31941654900869,-4.31941654900869,0.7862595834328779,0.7862595834328779,5.40457717624045,-77.66372269705603,-24.39394873426532,-24.39394873426532,-0.4655437927724489,-0.23151274915347095,3.938687748409096,0.8439864254988438,-63.91187084520418,1.3217553234555905,-2.222771054581378,0.49729531946875527,,,,0.11077480240027492,0.0,0.0027717692908272953,2.3442729942660017,-10.58104517271922,-3.4592792876788963,0.03477050234828659,21.62603532198431,-0.05758665832299973,-0.06057394926622502,-35.811654391707584,35766000,256530000,-34.53153300600109,3.938687748409096,29731000,63344500,2473500.0,43.128001445099436,103.18442735512222,4.262176142085508,8.463179089451508,3.537355484309725,85.63700509604077,-0.3249345084458197,-0.5851336606655756,
BNL,2.234893965924567,0.3556310625642736,1.2439756524639374,1.1688901859417993,0.6982267433780817,15.975325884543762,27.568651157619723,15.975325884543762,12.963228549987493,2798058046.7999997,4487050046.799999,54.66985886950235,8.69942838292858,15.629164414504991,16.633127930948387,1.2170205566078973,1.2170205566078973,13.950665025479031,16.53797406290773,25.06339816565006,26.67338425889598,0.018291614807109943,0.06012098290540726,0.6703382403152531,0.4178487973299412,6.225138029913238,2.8683747261236845,1.8354829388741496,3.4979386881850685,0.03266074487072003,3.266074487072003,1.7855583126550867,0.09466883474227157,0.0,0.0683137633753616,3.4749223602484474,6.242954192546584,2.5537267080745343,0.0037091503775995923,11.306181834750578,0.03343682199216944,0.012899835415632239,-11.125415172739654,147525000,2188168000,-10.79044720531421,0.778336787576035,102597500,65137500,,117.7046328625127,1458.5207700101319,0.0,3.100982443285352,0.2502535496957404,,0.026670769514572035,0.35798660329636733,0.635
BPYU,38.24569054257219,4.800061671992296,1.9707296637060565,1.9707296637060565,4.152534499926719,68.50736865798879,525.0941094383685,68.50736865798879,412.70435375422744,747207253.8,17110195253.8,3.729118753711864,0.4680265866836704,9.082930210903786,9.082930210903786,0.2612857616727721,0.2612857616727721,10.717275884838516,18.753365104232884,207.9887589351486,207.9887589351486,0.2681598699437037,0.1100966292573216,5.782475071090578,0.8051389188689136,17.93440014029242,1.1734265717612824,0.4198677105948684,0.4105634048839403,0.07441340782122906,7.441340782122906,0.2774964346337544,0.014053188650716001,0.0,0.00600837485692726,-0.08535785657514376,-1.6565286594463802,-0.6454875976118685,0.0,86.01680578378746,0.013684840362465046,0.00914133597332935,-409.0719191636948,145653000,4164527000,-401.7205633021653,5.782475071090578,650540500,100462000,,154.03033562041108,56.60636748261848,0.0,2.3696630831182364,6.448037848605578,,0.07561113459626102,-23.087853219125158,1.332
BRG,9.403818305512775,1.3105949669132515,3.1855926945451833,2.453344808168292,3.587368756040489,2.4982574946976297,106.39357757137428,2.4982574946976297,69.23825303337077,217590190.104,1696427190.104,7.101507509921671,0.989725630337186,2.921654113514602,3.793677908222331,3.725476665137143,3.725476665137143,7.716328889847123,16.698268484088473,22.778478551245385,29.577153045958575,0.14081517179315492,0.263596442342304,26.190887922473717,0.9679509963505101,14.556485190908823,4.298856627049797,0.332172515403161,2.430646214099217,0.07005329207495273,7.005329207495273,0.4974839797650131,0.13249548553780094,0.0,0.0010417934269019659,8.387768892893344,24.76055862146638,9.347111161166797,0.04571774263244318,8.583098695610492,0.0077172883440317355,0.012318365420450658,-93.48630237915333,263130000,77206000,-88.42422556092203,26.75589836660617,208746000,1456500.0,,311.4177230735641,6.300114022096696,0.0,1.1720591763294683,57.935459377372815,,0.30195447523830404,0.3797902320895157,0.652
BRT,1.6360819708389436,-1.1563539998862393,-0.10217507148325193,-0.15381569165740833,1.1576930464071025,10.349781656820891,21.293226677695753,10.349781656820891,50.79312016527793,305224645.77,1150682645.77,-15.36726642684523,10.861313990819157,-173.91717707692308,-115.52787500757002,1.7169444331503272,1.7169444331503272,40.94664599565867,285.9549318513916,-655.6596272193732,-435.5346880280091,-0.06507338209826896,-0.008655919620563215,0.9423137501968814,0.5141698633732614,210.10387673956262,1.3968153486560186,-0.3828169014084507,0.08835968180445071,0.04952166572875633,4.952166572875633,-0.7610126311549692,0.4163760586435129,0.0,0.0,3.2261029411764706,-51.658088235294116,-12.393382352941176,0.0,16.409761024412163,-0.00787358236410249,-0.054306189352574634,-9.790642405239607,8149000.0,,-9.278311562474583,4.867712575658709,,,,0.0,0.0,0.0,,,,-0.1044878977742005,-0.03167136118911057,0.88
BRX,3.5515878635833316,0.408592469702794,1.4941260174938125,1.4941260174938125,1.309078708668002,9.039259918667934,28.12952097706382,9.039259918667934,18.09846844841888,6376083000,11174738000,52.6196677477656,6.053630327001916,14.389683164786357,14.389683164786359,2.3785133067805773,2.3785133067805773,10.609606690047908,16.570756192862916,25.219392418432818,25.219392418432818,0.019004300916409023,0.06949423337180523,1.9276040110403958,0.6786557465362334,7.115812653385036,1.3113762760161582,1.694011640698442,3.6567634704100747,0.02,2.0,1.052393354955312,0.09330976220631826,0.0,0.0,-3.200602413989873,-7.607939729708256,-2.423979543927826,0.010397183617433773,9.115969752320112,0.04316777036176335,0.014525397358737506,-17.173409776033342,153856000,,-16.905314908855484,1.9276040110403958,243309000,340521500,,83.28180630533977,307.52525648472493,0.0,4.3827099362108495,1.1868943844556386,,0.04511463373656696,-0.46682649833761575,0.43
BXP,17.76496961755373,5.601553166069295,7.430788401998947,7.430788401998947,10.718914196888528,38.514940712478,146.82615845120182,38.514940712478,88.18951452319472,16684439940,28313455940,19.13219366535139,6.03265878339045,14.422426558556067,14.422426558556067,2.782556535658362,2.782556535658362,10.237407984854391,17.775477443406047,24.474824470108224,24.474824470108224,0.05226792167648871,0.06933645984882847,2.1760469293036806,0.6351586892925468,7.3008152743719075,4.9693514375018335,2.1003538986756594,1.326558577897647,0.036577400391900716,3.6577400391900716,0.6998059080729444,0.04812983107988398,0.0,0.0,-4.159230310133818,-9.943574772235365,-2.466347640379955,0.015960597117677132,69.67229350323863,0.040767412934652414,0.038150920960933477,-76.2945652034275,2435729000,,-73.67078403412084,2.21774081512881,1293249000,341111500,,171.06454239562987,117.79260439360058,0.0,2.1336975792203945,3.0986665239216804,,0.14322152981427175,-1.7865777675004175,3.92
CBL,3.161654115908022,-1.0466712493733235,0.5548710209271195,0.5548710209271195,1.3365756844341306,3.046769450230255,22.959985735033413,3.046769450230255,21.14681544957903,,3774674000,,,,0.0,,,6.170591120120316,11.276940772275749,35.16001751166668,35.16001751166668,,,6.326949305503722,0.8658605977200478,11.276940772275749,1.6913123011903797,0.5460800091417253,-0.5301292275481332,,,,0.126430392990257,0.0,0.02666977502183919,-1.2525463476099916,-7.137006918598546,-2.567161741200079,0.009865624795658143,,0.026413735114623187,-0.0455867552119714,,153434000,490496000,-18.484734935213275,6.584450679568171,125447000,,,69.67888903419865,0.0,0.0,5.238315436126667,,,-0.2976196862156663,-0.4429944025511549,
CCI,13.549883990719257,2.4501160092807424,7.088167053364269,3.320185614849188,0.5382830626450116,21.951276102088165,79.66357308584686,21.951276102088165,46.2877030162413,78494021700,97542021700,74.33145994318183,13.440757140410959,25.693624124386254,54.852565828092246,8.296588278194694,8.296588278194694,16.7024009760274,27.437980787623065,31.92864867430442,68.16353717679944,0.013453253854618076,0.01823068775185461,2.024204629531762,0.7559585224927775,5.3580872011251754,0.5606907059421026,2.9059701492537315,2.8929924242424243,0.027783771971006045,2.7783771971006046,2.0652083333333335,,0.0,0.11434688402806438,-1.8811576354679802,-3.5960591133004924,-0.9901477832512315,0.02363013698630137,34.786799113198526,0.05290904644147939,0.03075578855395369,-66.70939675174014,-865000000,5028000000,-65.43619489559164,2.037839551844414,443000000,247000000,,26.9375,42.63585576434739,0.0,13.549883990719257,8.560869565217391,,0.10855821125674633,-3.7679814385150814,5.0600000000000005
CDOR,2.9392422672192877,-1.5924097585048456,-0.0669908007931644,-0.0669908007931644,0.307890388682798,6.368219029513791,22.986782347472932,6.368219029513791,16.115464074596012,44415352.03,225179352.03,-2.3298023515526647,1.2622300792883938,-55.38073819201995,-55.380738192019955,0.5825804644604468,0.5825804644604468,6.399322269807889,139.0854552378011,-280.77225938902745,-280.77225938902745,-0.42922095916572656,-0.01805681962079903,2.4056060546439486,0.7228090830798749,111.65163681284744,1.5262471470492338,-1.100931493927603,0.04206882081409987,,,,0.11384562919176992,0.0,0.0,0.10545693622616699,-4.626955950032873,-1.4406311637080869,0.004916448789360009,15.105241403404163,-0.03470242586198566,-0.0692750178965308,-16.26631867089583,3228000.0,,-15.833050237337048,2.4193654166502707,809000.0,6826000.0,,6.763101057178584,66.32547441058078,0.0,53.969325153374236,5.503164556962025,,-0.22639111963495262,-0.6352431920598693,
CDR,10.336943258084197,-0.08175716900549115,3.247406955460647,3.247406955460647,0.12484746796827334,36.87446613788896,89.78424344112264,36.87446613788896,35.53294691885296,201400320,643697320,-187.8734328358209,1.485932506013074,4.72992766557069,4.72992766557069,0.416548403509425,0.416548403509425,4.749201847452375,8.808480370020662,15.117363081258807,15.117363081258807,-0.0053227323571283305,0.2114197236628025,0.9181713264584341,0.5859353697724614,6.052478892127482,0.17269626047154332,1.1224629107126605,-39.72014925373134,0.0172314453125,1.72314453125,-3.2373307835820895,0.12443004913751125,0.0,0.0,-1.7167970324973791,-5.464801225707604,-1.9519393597290542,0.027468311469846095,8.236013544216013,0.02608200949378801,-0.000910595956172473,-51.22727272727273,-191587000,,-49.557657107992675,0.9181713264584341,22502000,,,59.11611503784917,0.0,0.0,6.174289358600583,,,-0.0022259933521289956,-1.8915497254423428,0.264675
CHCT,3.4612382611434844,0.8724438759557404,2.2120936352665073,1.8921929741399988,0.11355444482875207,19.66124555094554,30.5396516069143,19.66124555094554,12.622287687144745,1114518328.11,1379409328.11,58.42209614247523,14.725943767639132,23.04152011804838,26.936998866706947,2.592409512811805,2.592409512811805,18.225904129142222,25.81326636681762,28.517869094686787,33.33919826247734,0.017116811378374345,0.037123660469688034,0.49398952353483006,0.356800248951978,4.95697818032112,5.550235068779384,3.236814651674974,2.5355139697017353,0.0332744751814793,3.32744751814793,1.9439645881427898,0.1158501136303578,0.0,0.0009230971780455475,-0.7931328501623324,-1.2410061325550126,-0.4183583117436789,0.06257597378574072,19.645610163040264,0.04213932052533807,0.028567577888092725,-9.819544014192156,26132000,429299000,-9.448891421874063,0.6219214916402274,28043500,,,136.88223402568573,0.0,0.0,2.6665257372370785,,,0.04785955977584255,-2.7890581443118303,1.696
CIO,3.689583189961691,0.03764365838552061,1.3746014268345836,1.3746014268345836,0.5804831050856789,9.564058449751107,25.535040029362513,9.564058449751107,16.15557543642328,484318230,1136255230,295.13603290676417,3.011180241233524,8.08234283997797,8.082342839977972,1.161640746799192,1.161640746799192,7.06450652822681,12.372251766678644,18.961921632762046,18.961921632762046,0.0033882680815050057,0.12372650106521904,1.4444817545559643,0.6389199959906402,7.098694454425679,1.244577449359651,1.164422080805091,36.516148689823275,0.054005400540054004,5.4005400540054005,15.938939670932358,0.06646978363591147,0.0,0.03814335535024868,-5.5664653971202975,-14.941012540640966,-5.607710171853228,0.014498880875404128,2.846153255516225,0.02977827147504253,0.0014741961767921455,-15.814144472736448,24559000,373732000,-14.095015254742734,1.624369792241309,33862000,29023500,,74.8154687888585,213.61712417096535,0.0,4.87867022567338,1.7086645156213112,,0.00363467224824745,-0.24694331658752552,0.6
CLDT,3.0853224422333967,-1.6185615668794993,-0.42497806501297875,-0.42497806501297875,0.4497388229715026,14.429624443598836,29.1733464470963,14.429624443598836,13.535426821708896,623285039.41,1210931039.4099998,-8.198637772910828,4.301009132255928,-31.22514099544111,-31.22514099544111,0.919635854132485,0.919635854132485,8.356089316638604,115.07469727359117,-60.6648484249286,-60.6648484249286,-0.12197148205572715,-0.032025475886433966,0.698588864363366,0.49464954384469484,55.84396084766701,0.19551724518758215,-1.597509450744941,0.26256527629796245,,,,0.05995197217698529,0.0,0.0,0.7357537781054183,-5.341540729819388,-1.9766678953188352,0.03370918325098678,22.92362972678119,-0.036247343719910556,-0.05548083315757555,-13.95389001833382,-145687000,,-13.676752626806644,0.8982194076889481,1958000.0,25789500,,4.251566424687405,75.55112329303509,0.0,85.85071090047393,4.831165760227004,,-0.1092305277363398,-0.5776090829017642,
CLI,3.4582391282769573,-0.5667412954527908,0.9421093844779478,0.9421093844779478,0.42015638958432133,15.427391337913997,55.984581619260844,15.427391337913997,31.793936319220037,1499698340,4263399340,-29.184391772238115,4.782780885438924,17.55634777926061,17.556347779260612,1.072119040589298,1.072119040589298,13.596670961404762,44.96260680650911,49.90985156048793,49.90985156048793,-0.034264890897992194,0.056959454926115344,2.0029760862214285,0.6906670168495738,29.14650763016631,4.0768387719374815,-0.29045202553370125,-1.6623270476968883,0.012091898428053206,1.2091898428053205,-0.35289470099441494,0.23485307530887034,0.0,0.01391044616073784,-0.24333077911312537,-0.8932041600556041,-0.33711433886051395,0.025277297631728333,14.025874105626972,-0.0047604255728183826,-0.010123167469698659,-38.002459441276706,634478000,1520772000,-29.940300647395528,2.0029760862214285,97173000,200177000,,111.11033862521607,502.5932041581218,0.0,3.28502283870427,0.7262334567603239,,-0.03691519909886886,-3.871723042648697,0.2
CLNY,3.251898211392445,-5.667119907657443,0.19038874945727569,0.19038874945727569,1.4900699981997436,5.297986889898445,42.7837468627887,5.297986889898445,18.099549935932057,3094976025,10538670025,-1.156672190955912,2.015745750293083,34.42955541588333,34.42955541588333,1.237262404801015,1.237262404801015,6.863794467239807,21.706078314456548,117.23571384868677,117.23571384868677,-0.8645491849973216,0.02904481303696044,3.1140628853982317,0.6542378033084232,15.331479639229935,1.6692744963409318,-0.23275332137346164,-0.03359532753136587,,,,0.22942751074638532,0.0,0.0,-0.08808574477446235,-1.5045315266673656,-0.5666559204795216,0.02276865963266901,25.991293867767748,-0.0057104047619106245,-0.1324596446831177,-24.07866325676949,2647417000,,-14.005784117503786,3.2569787936778,1523933000,144843500,,362.4689624853458,86.71777981425869,0.0,1.0069827703241114,4.209056098781537,,-0.8512533097998071,-2.1614025055331405,
